,SalesOrderNumber,Cluster Labels without Region,Cluster Labels with Region
15576,62236,0,2
15577,62237,1,2
15578,62238,0,2
15579,62239,0,2
15580,62240,1,2
15581,62241,2,2
15582,62242,1,0
15583,62243,1,0
15584,62244,1,0
15585,62245,1,2
15586,62246,0,2
15587,62247,1,2
15588,62248,0,2
15589,62249,0,2
15590,62250,1,2
15591,62251,1,2
15592,62252,0,2
15593,62253,0,2
15594,62254,0,2
15595,62255,0,2
15596,62256,1,2
15597,62257,0,2
15598,62258,0,2
15599,62259,0,2
15600,62260,1,2
15601,62261,0,2
15602,62262,0,2
15603,62263,1,2
15604,62264,0,2
15605,62265,1,2
15606,62266,1,2
15607,62267,0,2
15608,62268,1,2
15609,62269,1,2
15610,62270,0,2
15611,62271,0,2
15612,62272,1,0
15613,62273,0,2
15614,62274,1,0
15615,62275,0,2
15616,62276,1,2
15617,62277,0,2
15618,62278,1,2
15619,62279,0,2
15620,62280,0,2
15621,62281,1,2
15622,62282,1,2
15623,62283,2,2
15624,62284,1,2
15625,62285,1,2
15626,62286,1,2
15627,62287,0,2
15628,62288,1,2
15629,62289,0,2
15630,62290,0,2
15631,62291,2,2
15632,62292,1,2
15633,62293,1,2
15634,62294,2,2
15635,62295,2,2
15636,62296,0,2
15637,62297,0,2
15638,62298,0,2
15639,62299,0,2
15640,62300,1,2
15641,62301,1,2
15642,62302,0,2
15643,62303,1,2
15644,62304,0,2
15645,62305,0,2
15646,62306,1,2
15647,62307,1,2
15648,62308,0,2
15649,62309,0,2
15650,62310,0,2
15651,62311,0,2
15652,62312,1,2
15653,62313,1,2
15654,62314,0,2
15655,62315,0,2
15656,62316,0,2
15657,62317,1,2
15658,62318,1,2
15659,62319,1,2
15660,62320,1,2
15661,62321,1,2
15662,62322,1,2
15663,62323,0,2
15664,62324,1,2
15665,62325,0,2
15666,62326,1,2
15667,62327,0,2
15668,62328,0,2
15669,62329,0,2
15670,62330,0,2
15671,62331,2,2
15672,62332,0,2
15673,62333,0,2
15674,62334,1,2
15675,62335,0,2
15676,62336,0,2
15677,62337,2,2
15678,62338,1,2
15679,62339,1,0
15680,62340,1,2
15681,62341,1,0
15682,62342,1,0
15683,62343,0,2
15684,62344,1,2
15685,62345,0,2
15686,62346,1,2
15687,62347,1,2
15688,62348,0,2
15689,62349,0,2
15690,62350,0,2
15691,62351,0,2
15692,62352,1,2
15693,62353,2,2
15694,62354,0,2
15695,62355,0,2
15696,62356,1,2
15697,62357,0,2
15698,62358,0,2
15699,62359,0,2
15700,62360,1,2
15701,62361,0,2
15702,62362,1,2
15703,62363,2,2
15704,62364,1,2
15705,62365,2,2
15706,62366,1,2
15707,62367,2,2
15708,62368,1,2
15709,62369,0,2
15710,62370,1,2
15711,62371,1,2
15712,62372,2,2
15713,62373,1,2
15714,62374,1,2
15715,62375,0,2
15716,62376,1,2
15717,62377,0,2
15718,62378,1,2
15719,62379,2,2
15720,62380,1,0
15721,62381,0,2
15722,62382,0,2
15723,62383,0,2
15724,62384,2,2
15725,62385,0,2
15726,62386,0,2
15727,62387,0,2
15728,62388,0,2
15729,62389,0,2
15730,62390,1,2
15731,62391,2,2
15732,62392,1,2
15733,62393,0,2
15734,62394,1,2
15735,62395,0,2
15736,62396,1,2
15737,62397,0,2
15738,62398,2,2
15739,62399,0,2
15740,62400,0,2
15741,62401,0,2
15742,62402,0,2
15743,62403,2,2
15744,62404,1,2
15745,62405,0,2
15746,62406,1,2
15747,62407,1,0
15748,62408,0,2
15749,62409,2,2
15750,62410,2,2
15751,62411,0,2
15752,62412,0,2
15753,62413,1,2
15754,62414,0,2
15755,62415,2,2
15756,62416,1,2
15757,62417,1,2
15758,62418,0,2
15759,62419,0,2
15760,62420,1,2
15761,62421,1,2
15762,62422,0,2
15763,62423,0,2
15764,62424,0,2
15765,62425,0,2
15766,62426,1,2
15767,62427,0,2
15768,62428,1,2
15769,62429,1,2
15770,62430,2,2
15771,62431,2,2
15772,62432,1,2
15773,62433,1,2
15774,62434,0,2
15775,62435,1,2
15776,62436,0,2
15777,62437,0,2
15778,62438,0,2
15779,62439,1,2
15780,62440,0,2
15781,62441,1,0
15782,62442,0,2
15783,62443,0,2
15784,62444,0,2
15785,62445,0,0
15786,62446,2,2
15787,62447,2,2
15788,62448,1,2
15789,62449,1,1
15790,62450,1,0
15791,62451,1,2
15792,62452,1,0
15793,62453,0,2
15794,62454,0,2
15795,62455,0,2
15796,62456,0,2
15797,62457,0,2
15798,62458,1,2
15799,62459,2,2
15800,62460,0,2
15801,62461,0,2
15802,62462,0,2
15803,62463,0,2
15804,62464,0,2
15805,62465,1,2
15806,62466,1,2
15807,62467,2,2
15808,62468,0,2
15809,62469,0,2
15810,62470,1,2
15811,62471,1,2
15812,62472,2,2
15813,62473,0,2
15814,62474,0,2
15815,62475,1,2
15816,62476,0,2
15817,62477,0,2
15818,62478,2,2
15819,62479,2,2
15820,62480,1,0
15821,62481,1,0
15822,62482,2,2
15823,62483,0,2
15824,62484,0,2
15825,62485,0,2
15826,62486,0,2
15827,62487,1,2
15828,62488,0,2
15829,62489,2,2
15830,62490,1,2
15831,62491,1,2
15832,62492,1,2
15833,62493,1,2
15834,62494,0,2
15835,62495,1,2
15836,62496,1,2
15837,62497,0,2
15838,62498,1,2
15839,62499,0,2
15840,62500,1,2
15841,62501,0,2
15842,62502,1,2
15843,62503,1,2
15844,62504,1,2
15845,62505,1,2
15846,62506,1,2
15847,62507,0,2
15848,62508,2,2
15849,62509,2,2
15850,62510,0,0
15851,62511,0,0
15852,62512,1,2
15853,62513,2,2
15854,62514,1,2
15855,62515,1,2
15856,62516,0,2
15857,62517,0,2
15858,62518,0,2
15859,62519,1,0
15860,62520,0,2
15861,62521,0,2
15862,62522,0,2
15863,62523,0,2
15864,62524,0,2
15865,62525,0,2
15866,62526,0,2
15867,62527,0,2
15868,62528,1,0
15869,62529,1,2
15870,62530,0,2
15871,62531,0,2
15872,62532,2,2
15873,62533,0,2
15874,62534,0,2
15875,62535,1,2
15876,62536,1,2
15877,62537,1,2
15878,62538,1,0
15879,62539,2,2
15880,62540,1,0
15881,62541,1,0
15882,62542,2,2
15883,62543,0,2
15884,62544,0,2
15885,62545,1,2
15886,62546,0,2
15887,62547,0,2
15888,62548,0,2
15889,62549,1,2
15890,62550,0,2
15891,62551,2,2
15892,62552,0,2
15893,62553,2,2
15894,62554,1,2
15895,62555,1,2
15896,62556,1,2
15897,62557,1,2
15898,62558,1,2
15899,62559,1,2
15900,62560,2,2
15901,62561,1,2
15902,62562,2,2
15903,62563,1,0
15904,62564,1,0
15905,62565,2,2
15906,62566,2,2
15907,62567,0,2
15908,62568,0,2
15909,62569,0,2
15910,62570,0,2
15911,62571,1,2
15912,62572,1,2
15913,62573,0,2
15914,62574,0,2
15915,62575,0,2
15916,62576,1,0
15917,62577,1,0
15918,62578,1,0
15919,62579,1,0
15920,62580,0,2
15921,62581,0,2
15922,62582,0,2
15923,62583,0,2
15924,62584,2,2
15925,62585,2,2
15926,62586,1,2
15927,62587,0,2
15928,62588,2,2
15929,62589,2,2
15930,62590,1,2
15931,62591,1,2
15932,62592,1,2
15933,62593,0,2
15934,62594,0,2
15935,62595,0,2
15936,62596,1,2
15937,62597,0,2
15938,62598,0,2
15939,62599,0,2
15940,62600,2,2
15941,62601,2,2
15942,62602,0,2
15943,62603,0,2
15944,62604,0,2
15945,62605,1,2
15946,62606,1,2
15947,62607,2,2
15948,62608,1,2
15949,62609,0,2
15950,62610,2,2
15951,62611,1,2
15952,62612,0,2
15953,62613,2,2
15954,62614,0,2
15955,62615,0,2
15956,62616,1,0
15957,62617,0,2
15958,62618,0,2
15959,62619,0,2
15960,62620,0,2
15961,62621,0,2
15962,62622,0,2
15963,62623,0,2
15964,62624,2,2
15965,62625,0,2
15966,62626,0,2
15967,62627,0,2
15968,62628,0,2
15969,62629,0,2
15970,62630,0,2
15971,62631,2,2
15972,62632,0,2
15973,62633,1,2
15974,62634,1,2
15975,62635,2,2
15976,62636,0,2
15977,62637,1,2
15978,62638,1,0
15979,62639,1,2
15980,62640,1,0
15981,62641,2,2
15982,62642,0,2
15983,62643,0,2
15984,62644,0,2
15985,62645,0,2
15986,62646,0,2
15987,62647,0,2
15988,62648,0,2
15989,62649,0,2
15990,62650,0,2
15991,62651,0,2
15992,62652,0,2
15993,62653,0,2
15994,62654,1,2
15995,62655,1,2
15996,62656,1,2
15997,62657,1,2
15998,62658,1,2
15999,62659,1,2
16000,62660,1,2
16001,62661,0,2
16002,62662,0,2
16003,62663,2,2
16004,62664,0,2
16005,62665,0,0
16006,62666,0,2
16007,62667,0,2
16008,62668,1,1
16009,62669,2,2
16010,62670,0,2
16011,62671,0,2
16012,62672,0,2
16013,62673,0,0
16014,62674,2,2
16015,62675,0,2
16016,62676,2,2
16017,62677,0,2
16018,62678,0,2
16019,62679,0,2
16020,62680,0,2
16021,62681,0,0
16022,62682,2,2
16023,62683,0,2
16024,62684,0,2
16025,62685,1,2
16026,62686,0,2
16027,62687,0,2
16028,62688,1,0
16029,62689,1,2
16030,62690,1,2
16031,62691,0,2
16032,62692,0,2
16033,62693,0,2
16034,62694,1,2
16035,62695,0,2
16036,62696,1,2
16037,62697,2,2
16038,62698,1,2
16039,62699,2,2
16040,62700,0,2
16041,62701,1,2
16042,62702,2,2
16043,62703,0,2
16044,62704,1,2
16045,62705,1,2
16046,62706,0,2
16047,62707,0,2
16048,62708,1,2
16049,62709,0,2
16050,62710,1,2
16051,62711,0,2
16052,62712,0,2
16053,62713,0,2
16054,62714,1,2
16055,62715,0,2
16056,62716,1,2
16057,62717,0,2
16058,62718,0,2
16059,62719,0,2
16060,62720,0,2
16061,62721,0,2
16062,62722,1,2
16063,62723,1,2
16064,62724,1,2
16065,62725,0,2
16066,62726,1,2
16067,62727,2,2
16068,62728,1,2
16069,62729,1,2
16070,62730,1,2
16071,62731,0,2
16072,62732,0,2
16073,62733,1,2
16074,62734,1,2
16075,62735,0,2
16076,62736,2,2
16077,62737,1,1
16078,62738,0,2
16079,62739,1,1
16080,62740,0,2
16081,62741,0,2
16082,62742,0,2
16083,62743,0,2
16084,62744,0,2
16085,62745,1,2
16086,62746,0,2
16087,62747,1,0
16088,62748,1,2
16089,62749,1,2
16090,62750,0,0
16091,62751,0,2
16092,62752,1,2
16093,62753,1,2
16094,62754,2,2
16095,62755,0,2
16096,62756,1,2
16097,62757,0,2
16098,62758,2,2
16099,62759,2,2
16100,62760,0,2
16101,62761,1,0
16102,62762,1,0
16103,62763,1,0
16104,62764,1,0
16105,62765,2,2
16106,62766,1,0
16107,62767,1,0
16108,62768,1,0
16109,62769,1,0
16110,62770,2,2
16111,62771,0,2
16112,62772,0,2
16113,62773,1,2
16114,62774,1,2
16115,62775,0,2
16116,62776,0,2
16117,62777,1,2
16118,62778,0,2
16119,62779,1,2
16120,62780,0,2
16121,62781,0,2
16122,62782,1,2
16123,62783,1,2
16124,62784,1,2
16125,62785,0,2
16126,62786,1,2
16127,62787,2,2
16128,62788,1,2
16129,62789,0,2
16130,62790,1,2
16131,62791,1,2
16132,62792,1,2
16133,62793,1,2
16134,62794,1,2
16135,62795,0,2
16136,62796,1,2
16137,62797,1,2
16138,62798,0,2
16139,62799,1,2
16140,62800,0,2
16141,62801,0,2
16142,62802,0,2
16143,62803,0,2
16144,62804,0,0
16145,62805,0,0
16146,62806,2,2
16147,62807,1,2
16148,62808,0,2
16149,62809,2,2
16150,62810,0,2
16151,62811,0,2
16152,62812,1,2
16153,62813,1,2
16154,62814,1,2
16155,62815,2,2
16156,62816,0,2
16157,62817,1,0
16158,62818,2,2
16159,62819,0,2
16160,62820,0,2
16161,62821,0,2
16162,62822,0,2
16163,62823,1,2
16164,62824,2,2
16165,62825,1,0
16166,62826,1,0
16167,62827,1,0
16168,62828,1,0
16169,62829,1,2
16170,62830,0,2
16171,62831,0,2
16172,62832,2,2
16173,62833,0,2
16174,62834,0,2
16175,62835,0,2
16176,62836,0,2
16177,62837,0,2
16178,62838,2,2
16179,62839,1,2
16180,62840,1,2
16181,62841,1,2
16182,62842,0,2
16183,62843,2,2
16184,62844,2,2
16185,62845,2,2
16186,62846,1,2
16187,62847,0,2
16188,62848,0,2
16189,62849,2,2
16190,62850,0,2
16191,62851,0,2
16192,62852,0,2
16193,62853,0,2
16194,62854,0,2
16195,62855,2,2
16196,62856,2,2
16197,62857,1,0
16198,62858,1,0
16199,62859,0,2
16200,62860,0,2
16201,62861,0,2
16202,62862,0,2
16203,62863,0,2
16204,62864,0,2
16205,62865,2,2
16206,62866,1,2
16207,62867,2,2
16208,62868,0,2
16209,62869,1,2
16210,62870,1,2
16211,62871,0,2
16212,62872,0,2
16213,62873,0,2
16214,62874,1,2
16215,62875,0,2
16216,62876,0,2
16217,62877,1,2
16218,62878,2,2
16219,62879,0,2
16220,62880,0,2
16221,62881,2,2
16222,62882,0,2
16223,62883,1,2
16224,62884,0,2
16225,62885,1,0
16226,62886,1,1
16227,62887,1,0
16228,62888,0,2
16229,62889,0,2
16230,62890,0,2
16231,62891,1,2
16232,62892,1,2
16233,62893,0,2
16234,62894,0,2
16235,62895,0,2
16236,62896,0,2
16237,62897,1,2
16238,62898,1,2
16239,62899,1,2
16240,62900,2,2
16241,62901,0,2
16242,62902,2,2
16243,62903,0,2
16244,62904,1,2
16245,62905,0,2
16246,62906,1,2
16247,62907,0,2
16248,62908,1,2
16249,62909,2,2
16250,62910,1,2
16251,62911,1,2
16252,62912,1,2
16253,62913,1,2
16254,62914,1,2
16255,62915,2,2
16256,62916,0,2
16257,62917,1,2
16258,62918,0,2
16259,62919,0,2
16260,62920,1,2
16261,62921,1,2
16262,62922,0,2
16263,62923,0,0
16264,62924,2,2
16265,62925,0,2
16266,62926,1,1
16267,62927,2,2
16268,62928,1,0
16269,62929,2,2
16270,62930,2,2
16271,62931,2,2
16272,62932,2,2
16273,62933,0,2
16274,62934,0,2
16275,62935,0,2
16276,62936,0,2
16277,62937,1,2
16278,62938,1,2
16279,62939,1,2
16280,62940,0,2
16281,62941,0,2
16282,62942,1,0
16283,62943,1,2
16284,62944,1,2
16285,62945,1,0
16286,62946,0,2
16287,62947,1,2
16288,62948,0,2
16289,62949,0,2
16290,62950,0,2
16291,62951,1,2
16292,62952,1,0
16293,62953,1,0
16294,62954,2,2
16295,62955,1,2
16296,62956,1,0
16297,62957,0,2
16298,62958,0,2
16299,62959,2,2
16300,62960,0,2
16301,62961,0,2
16302,62962,0,2
16303,62963,0,2
16304,62964,0,2
16305,62965,0,2
16306,62966,0,2
16307,62967,0,2
16308,62968,1,2
16309,62969,0,2
16310,62970,0,2
16311,62971,0,2
16312,62972,1,2
16313,62973,1,2
16314,62974,0,2
16315,62975,0,2
16316,62976,1,2
16317,62977,1,2
16318,62978,1,2
16319,62979,1,2
16320,62980,2,2
16321,62981,1,2
16322,62982,0,2
16323,62983,0,2
16324,62984,0,0
16325,62985,1,0
16326,62986,0,2
16327,62987,1,0
16328,62988,0,2
16329,62989,1,1
16330,62990,0,2
16331,62991,2,2
16332,62992,0,2
16333,62993,2,2
16334,62994,0,2
16335,62995,2,2
16336,62996,1,0
16337,62997,0,2
16338,62998,1,2
16339,62999,1,0
16340,63000,1,2
16341,63001,1,2
16342,63002,1,2
16343,63003,0,2
16344,63004,0,2
16345,63005,1,2
16346,63006,2,2
16347,63007,0,2
16348,63008,1,2
16349,63009,0,2
16350,63010,2,2
16351,63011,0,2
16352,63012,0,2
16353,63013,0,2
16354,63014,1,2
16355,63015,1,0
16356,63016,1,1
16357,63017,2,2
16358,63018,1,2
16359,63019,0,2
16360,63020,1,2
16361,63021,1,2
16362,63022,2,2
16363,63023,2,2
16364,63024,0,2
16365,63025,2,2
16366,63026,0,2
16367,63027,2,2
16368,63028,0,2
16369,63029,0,2
16370,63030,2,2
16371,63031,1,2
16372,63032,2,2
16373,63033,1,2
16374,63034,1,2
16375,63035,1,2
16376,63036,1,2
16377,63037,1,2
16378,63038,0,2
16379,63039,2,2
16380,63040,1,2
16381,63041,1,2
16382,63042,0,0
16383,63043,0,0
16384,63044,1,0
16385,63045,1,0
16386,63046,0,2
16387,63047,0,2
16388,63048,1,0
16389,63049,0,2
16390,63050,0,2
16391,63051,0,2
16392,63052,0,2
16393,63053,1,0
16394,63054,0,2
16395,63055,0,2
16396,63056,0,2
16397,63057,1,1
16398,63058,0,2
16399,63059,1,2
16400,63060,1,2
16401,63061,0,2
16402,63062,2,2
16403,63063,2,2
16404,63064,0,2
16405,63065,1,2
16406,63066,0,2
16407,63067,2,2
16408,63068,0,2
16409,63069,1,0
16410,63070,1,2
16411,63071,0,2
16412,63072,0,2
16413,63073,0,2
16414,63074,1,2
16415,63075,0,2
16416,63076,2,2
16417,63077,2,2
16418,63078,0,2
16419,63079,0,2
16420,63080,0,2
16421,63081,1,2
16422,63082,0,2
16423,63083,0,2
16424,63084,1,2
16425,63085,1,2
16426,63086,0,2
16427,63087,0,2
16428,63088,1,2
16429,63089,1,2
16430,63090,1,2
16431,63091,1,2
16432,63092,1,2
16433,63093,0,2
16434,63094,0,2
16435,63095,0,2
16436,63096,0,2
16437,63097,0,2
16438,63098,0,2
16439,63099,1,0
16440,63100,1,2
16441,63101,1,2
16442,63102,1,0
16443,63103,0,2
16444,63104,1,2
16445,63105,0,2
16446,63106,1,2
16447,63107,0,2
16448,63108,2,2
16449,63109,0,2
16450,63110,0,2
16451,63111,0,0
16452,63112,0,2
16453,63113,1,2
16454,63114,1,2
16455,63115,0,0
16456,63116,0,2
16457,63117,1,2
16458,63118,2,2
16459,63294,1,2
16460,63295,0,2
16461,63296,0,2
16462,63297,0,2
16463,63298,0,2
16464,63299,1,2
16465,63300,0,2
16466,63301,2,2
16467,63302,2,2
16468,63303,2,2
16469,63304,1,2
16470,63305,1,2
16471,63306,0,2
16472,63307,0,2
16473,63308,1,2
16474,63309,1,2
16475,63310,0,2
16476,63311,0,2
16477,63312,1,2
16478,63313,2,2
16479,63314,2,2
16480,63315,2,2
16481,63316,1,2
16482,63317,0,2
16483,63318,0,2
16484,63319,2,2
16485,63320,1,2
16486,63321,1,2
16487,63322,1,2
16488,63323,1,2
16489,63324,1,2
16490,63325,1,2
16491,63326,1,2
16492,63327,1,2
16493,63328,1,2
16494,63329,1,2
16495,63330,1,2
16496,63331,0,2
16497,63332,1,2
16498,63333,0,2
16499,63334,1,2
16500,63335,0,2
16501,63336,0,2
16502,63337,1,2
16503,63338,2,2
16504,63339,0,2
16505,63340,0,0
16506,63341,0,0
16507,63342,2,2
16508,63343,1,2
16509,63344,0,2
16510,63345,1,0
16511,63346,1,1
16512,63347,0,0
16513,63348,2,2
16514,63349,0,2
16515,63350,0,2
16516,63351,0,2
16517,63352,2,2
16518,63353,0,0
16519,63354,1,2
16520,63355,0,2
16521,63356,0,2
16522,63357,1,0
16523,63358,1,0
16524,63359,1,0
16525,63360,0,2
16526,63361,2,2
16527,63362,0,2
16528,63363,0,2
16529,63364,0,2
16530,63365,1,2
16531,63366,1,2
16532,63367,0,2
16533,63368,1,0
16534,63369,2,2
16535,63370,2,2
16536,63371,2,2
16537,63372,1,0
16538,63373,0,2
16539,63374,0,2
16540,63375,1,2
16541,63376,1,2
16542,63377,0,2
16543,63378,1,2
16544,63379,2,2
16545,63380,0,2
16546,63381,0,2
16547,63382,0,2
16548,63383,1,2
16549,63384,0,2
16550,63385,0,2
16551,63386,1,2
16552,63387,1,2
16553,63388,0,2
16554,63389,1,2
16555,63390,1,2
16556,63391,1,2
16557,63392,1,2
16558,63393,1,2
16559,63394,1,2
16560,63395,1,2
16561,63396,1,2
16562,63397,1,2
16563,63398,1,2
16564,63399,2,2
16565,63400,1,2
16566,63401,0,2
16567,63402,1,2
16568,63403,0,2
16569,63404,0,2
16570,63405,0,2
16571,63406,0,2
16572,63407,0,2
16573,63408,0,2
16574,63409,1,0
16575,63410,2,2
16576,63411,0,2
16577,63412,1,2
16578,63413,0,2
16579,63414,0,2
16580,63415,0,2
16581,63416,1,0
16582,63417,1,2
16583,63418,1,2
16584,63419,1,2
16585,63420,1,2
16586,63421,1,0
16587,63422,2,2
16588,63423,0,2
16589,63424,0,2
16590,63425,0,2
16591,63426,0,2
16592,63427,2,2
16593,63428,2,2
16594,63429,1,2
16595,63430,2,2
16596,63431,0,2
16597,63432,0,2
16598,63433,0,2
16599,63434,0,2
16600,63435,0,2
16601,63436,2,2
16602,63437,0,2
16603,63438,0,2
16604,63439,0,2
16605,63440,0,2
16606,63441,0,2
16607,63442,0,2
16608,63443,0,2
16609,63444,0,2
16610,63445,1,2
16611,63446,1,2
16612,63447,0,2
16613,63448,0,2
16614,63449,0,2
16615,63450,1,2
16616,63451,0,2
16617,63452,0,2
16618,63453,2,2
16619,63454,0,2
16620,63455,0,2
16621,63456,0,2
16622,63457,1,2
16623,63458,1,2
16624,63459,1,2
16625,63460,1,2
16626,63461,1,2
16627,63462,1,2
16628,63463,1,2
16629,63464,1,2
16630,63465,1,2
16631,63466,1,2
16632,63467,1,2
16633,63468,1,2
16634,63469,0,2
16635,63470,0,2
16636,63471,1,0
16637,63472,1,0
16638,63473,0,2
16639,63474,0,2
16640,63475,1,2
16641,63476,1,0
16642,63477,1,0
16643,63478,1,2
16644,63479,1,2
16645,63480,2,2
16646,63481,2,2
16647,63482,0,2
16648,63483,0,0
16649,63484,0,0
16650,63485,0,2
16651,63486,0,2
16652,63487,0,0
16653,63488,1,0
16654,63489,1,2
16655,63490,0,2
16656,63491,0,2
16657,63492,0,2
16658,63493,1,1
16659,63494,1,0
16660,63495,0,2
16661,63496,0,2
16662,63497,0,2
16663,63498,0,2
16664,63499,0,2
16665,63500,0,2
16666,63501,2,2
16667,63502,0,2
16668,63503,1,0
16669,63504,0,2
16670,63505,0,2
16671,63506,2,2
16672,63507,0,2
16673,63508,0,2
16674,63509,0,2
16675,63510,0,2
16676,63511,1,2
16677,63512,1,2
16678,63513,2,2
16679,63514,0,2
16680,63515,1,2
16681,63516,0,2
16682,63517,0,2
16683,63518,0,2
16684,63519,0,2
16685,63520,0,2
16686,63521,2,2
16687,63522,2,2
16688,63523,2,2
16689,63524,0,2
16690,63525,1,2
16691,63526,1,2
16692,63527,1,2
16693,63528,1,2
16694,63529,1,2
16695,63530,1,2
16696,63531,0,2
16697,63532,0,2
16698,63533,1,0
16699,63534,2,2
16700,63535,0,2
16701,63536,0,2
16702,63537,2,2
16703,63538,0,2
16704,63539,0,2
16705,63540,2,2
16706,63541,0,2
16707,63542,0,2
16708,63543,0,2
16709,63544,0,2
16710,63545,1,2
16711,63546,2,2
16712,63547,0,2
16713,63548,1,0
16714,63549,0,2
16715,63550,0,2
16716,63551,0,2
16717,63552,1,2
16718,63553,0,2
16719,63554,0,2
16720,63555,1,2
16721,63556,2,2
16722,63557,0,2
16723,63558,1,2
16724,63559,1,0
16725,63560,1,1
16726,63561,2,2
16727,63562,1,0
16728,63563,0,2
16729,63564,1,2
16730,63565,1,2
16731,63566,0,2
16732,63567,0,2
16733,63568,0,2
16734,63569,1,2
16735,63570,2,2
16736,63571,1,2
16737,63572,1,2
16738,63573,1,2
16739,63574,0,2
16740,63575,0,2
16741,63576,0,2
16742,63577,1,2
16743,63578,2,2
16744,63579,0,2
16745,63580,1,2
16746,63581,1,2
16747,63582,0,2
16748,63583,2,2
16749,63584,1,2
16750,63585,1,2
16751,63586,1,2
16752,63587,0,2
16753,63588,2,2
16754,63589,0,2
16755,63590,0,2
16756,63591,1,2
16757,63592,0,2
16758,63593,1,2
16759,63594,0,2
16760,63595,1,2
16761,63596,1,2
16762,63597,0,2
16763,63598,2,2
16764,63599,0,2
16765,63600,1,2
16766,63601,2,2
16767,63602,2,2
16768,63603,1,0
16769,63604,0,2
16770,63605,0,2
16771,63606,2,2
16772,63607,0,0
16773,63608,0,2
16774,63609,0,2
16775,63610,0,2
16776,63611,1,2
16777,63612,0,2
16778,63613,0,2
16779,63614,1,0
16780,63615,0,2
16781,63616,1,0
16782,63617,1,0
16783,63618,1,2
16784,63619,1,2
16785,63620,1,0
16786,63621,1,2
16787,63622,0,2
16788,63623,0,2
16789,63624,2,2
16790,63625,0,2
16791,63626,2,2
16792,63627,0,2
16793,63628,0,2
16794,63629,1,0
16795,63630,1,2
16796,63631,2,2
16797,63632,1,2
16798,63633,1,2
16799,63634,0,2
16800,63635,2,2
16801,63636,0,2
16802,63637,1,2
16803,63638,1,2
16804,63639,0,2
16805,63640,1,2
16806,63641,0,2
16807,63642,1,2
16808,63643,2,2
16809,63644,2,2
16810,63645,0,2
16811,63646,0,2
16812,63647,1,2
16813,63648,0,2
16814,63649,0,2
16815,63650,0,2
16816,63651,0,2
16817,63652,0,2
16818,63653,0,2
16819,63654,2,2
16820,63655,1,2
16821,63656,1,2
16822,63657,0,2
16823,63658,1,2
16824,63659,2,2
16825,63660,2,2
16826,63661,1,2
16827,63662,1,2
16828,63663,1,2
16829,63664,1,2
16830,63665,1,2
16831,63666,0,2
16832,63667,1,0
16833,63668,0,2
16834,63669,1,0
16835,63670,0,2
16836,63671,1,2
16837,63672,0,2
16838,63673,0,2
16839,63674,1,2
16840,63675,1,2
16841,63676,1,0
16842,63677,0,2
16843,63678,2,2
16844,63679,0,2
16845,63680,1,0
16846,63681,0,2
16847,63682,0,2
16848,63683,0,2
16849,63684,0,2
16850,63685,0,2
16851,63686,0,2
16852,63687,0,2
16853,63688,1,0
16854,63689,2,2
16855,63690,0,2
16856,63691,1,2
16857,63692,2,2
16858,63693,1,2
16859,63694,0,2
16860,63695,1,0
16861,63696,1,0
16862,63697,1,1
16863,63698,1,0
16864,63699,1,0
16865,63700,1,2
16866,63701,1,0
16867,63702,0,2
16868,63703,1,0
16869,63704,1,1
16870,63705,0,2
16871,63706,1,2
16872,63707,0,2
16873,63708,2,2
16874,63709,0,2
16875,63710,1,2
16876,63711,0,2
16877,63712,0,2
16878,63713,1,2
16879,63714,0,2
16880,63715,0,2
16881,63716,0,2
16882,63717,0,2
16883,63718,1,2
16884,63719,1,2
16885,63720,1,2
16886,63721,1,2
16887,63722,1,2
16888,63723,1,2
16889,63724,2,2
16890,63725,0,2
16891,63726,0,2
16892,63727,1,2
16893,63728,0,2
16894,63729,0,2
16895,63730,0,2
16896,63731,1,0
16897,63732,1,1
16898,63733,1,0
16899,63734,1,0
16900,63735,0,2
16901,63736,0,0
16902,63737,1,0
16903,63738,0,2
16904,63739,1,2
16905,63740,0,2
16906,63741,0,2
16907,63742,0,2
16908,63743,1,0
16909,63744,1,0
16910,63745,1,0
16911,63746,1,2
16912,63747,1,0
16913,63748,2,2
16914,63749,1,0
16915,63750,0,2
16916,63751,0,2
16917,63752,1,2
16918,63753,1,0
16919,63754,1,0
16920,63755,0,2
16921,63756,0,2
16922,63757,1,2
16923,63758,2,2
16924,63759,1,2
16925,63760,0,2
16926,63761,0,2
16927,63762,0,2
16928,63763,1,2
16929,63764,1,0
16930,63765,1,1
16931,63766,1,0
16932,63767,1,0
16933,63768,0,2
16934,63769,0,2
16935,63770,0,2
16936,63771,0,2
16937,63772,1,2
16938,63773,1,2
16939,63774,0,2
16940,63775,0,2
16941,63776,1,2
16942,63777,0,2
16943,63778,0,2
16944,63779,0,2
16945,63780,0,2
16946,63781,1,2
16947,63782,0,2
16948,63783,0,2
16949,63784,1,2
16950,63785,1,2
16951,63786,2,2
16952,63787,0,2
16953,63788,0,2
16954,63789,1,2
16955,63790,2,2
16956,63791,0,2
16957,63792,1,0
16958,63793,0,2
16959,63794,1,0
16960,63795,2,2
16961,63796,1,0
16962,63797,1,0
16963,63798,0,2
16964,63799,0,2
16965,63800,0,2
16966,63801,0,2
16967,63802,0,2
16968,63803,0,2
16969,63804,0,2
16970,63805,1,0
16971,63806,0,2
