SalesOrderNumber,SalesAmount,MonthNum,WeekdayNum,Loyalty in Years,YearlyIncome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,Max CommuteDistance,MaritalStatus,NumberChildrenAtHome,TotalChildren,Gender
SO62792,38.98 €,7,3,6,10000,Partial High School,Manual,1,2,1,M,3,4,M
SO62793,38.98 €,7,3,6,30000,Partial College,Clerical,0,1,5,S,0,1,M
SO62794,25.48 €,7,3,6,10000,Partial College,Manual,0,0,1,S,0,1,F
SO62795,59.49 €,7,3,6,60000,Bachelors,Skilled Manual,1,1,5,M,3,3,M
SO62796,59.49 €,7,3,6,40000,Bachelors,Skilled Manual,1,0,5,S,2,2,F
SO62797,37.29 €,7,3,6,40000,Partial College,Professional,0,2,2,M,0,3,F
SO62798,39.99 €,7,3,6,70000,Graduate Degree,Professional,1,0,5,M,0,4,F
SO62799,74.98 €,7,3,6,40000,Graduate Degree,Skilled Manual,1,0,2,M,1,1,F
SO62800,71.97 €,7,3,6,80000,Graduate Degree,Skilled Manual,1,0,2,S,0,4,F
SO62801,75.97 €,7,3,6,90000,Bachelors,Management,1,1,2,M,4,4,F
SO62802,621.96 €,7,3,6,70000,Graduate Degree,Management,1,2,11,S,0,5,F
SO62803,563.96 €,7,3,8,70000,Graduate Degree,Management,1,2,2,M,0,4,F
SO62804,2384.25 €,7,3,8,60000,Bachelors,Management,1,0,5,M,1,2,F
SO62805,2354.99 €,7,3,8,60000,Bachelors,Management,1,2,11,S,0,4,M
SO62806,2478.34 €,7,3,8,100000,Bachelors,Professional,0,1,5,S,0,0,F
SO62807,563.96 €,7,3,8,20000,Partial College,Manual,0,0,1,M,0,0,M
SO62808,2405.47 €,7,3,7,70000,Bachelors,Professional,1,3,11,M,5,5,F
SO62809,2334.97 €,7,3,7,100000,Partial High School,Professional,1,4,11,S,5,0,M
SO62810,574.98 €,7,3,6,70000,Partial High School,Skilled Manual,1,4,11,S,1,2,M
SO62811,1729.97 €,7,3,6,80000,Graduate Degree,Professional,1,0,1,M,0,3,F
SO62812,1174.48 €,7,3,6,40000,Bachelors,Clerical,1,0,1,M,0,0,M
SO62813,553.97 €,7,3,7,40000,Bachelors,Skilled Manual,1,0,2,M,1,1,F
SO62814,600.46 €,7,3,6,30000,Partial College,Clerical,1,1,1,S,3,3,F
SO62815,2419.06 €,7,3,8,100000,Graduate Degree,Management,1,0,1,M,0,1,M
SO62816,901.35 €,7,3,7,90000,Bachelors,Professional,1,0,2,S,4,4,M
SO62817,777.34 €,7,3,6,20000,Partial High School,Clerical,1,2,10,M,1,2,F
SO62818,2419.06 €,7,3,8,110000,High School,Management,1,4,11,M,5,0,F
SO62819,548.98 €,7,3,6,80000,High School,Skilled Manual,0,2,2,S,0,2,F
SO62820,143.78 €,7,4,6,60000,Bachelors,Professional,1,2,1,M,3,3,M
SO62821,39.98 €,7,4,6,80000,Graduate Degree,Management,0,1,1,M,4,4,F
SO62822,9.99 €,7,4,6,80000,Graduate Degree,Management,1,1,1,M,4,4,F
SO62823,34.99 €,7,4,6,20000,High School,Skilled Manual,1,2,10,M,0,4,M
SO62824,49.99 €,7,4,6,100000,High School,Management,1,3,11,S,5,0,M
SO62825,2479.94 €,7,4,7,30000,Partial College,Clerical,1,1,1,S,3,3,M
SO62826,2341.97 €,7,4,7,40000,Partial College,Clerical,1,1,2,M,1,1,M
SO62827,2371.96 €,7,4,7,40000,Graduate Degree,Clerical,1,0,1,M,0,0,F
SO62828,2405.47 €,7,4,7,40000,Bachelors,Skilled Manual,1,1,1,M,1,1,F
SO62829,62.98 €,7,4,6,40000,Partial College,Clerical,1,1,1,M,0,1,F
SO62830,14.23 €,7,4,6,60000,Partial College,Skilled Manual,1,2,10,M,0,0,M
SO62831,31.27 €,7,4,6,50000,Graduate Degree,Skilled Manual,1,0,2,S,0,0,F
SO62832,60.47 €,7,4,6,120000,Bachelors,Management,0,4,2,S,2,2,F
SO62833,36.27 €,7,4,6,60000,Bachelors,Professional,1,0,5,M,4,5,M
SO62834,25.48 €,7,4,6,80000,Partial College,Professional,1,2,5,M,3,4,F
SO62835,28.99 €,7,4,6,80000,Bachelors,Skilled Manual,1,0,5,M,3,3,M
SO62836,49.48 €,7,4,6,60000,Partial College,Professional,1,2,11,M,1,2,M
SO62837,36.59 €,7,4,6,60000,Partial College,Professional,1,2,10,S,0,0,M
SO62838,43.97 €,7,4,6,100000,Partial College,Professional,0,4,2,S,2,3,M
SO62839,58.98 €,7,4,6,30000,High School,Skilled Manual,1,2,2,M,0,2,M
SO62840,73.96 €,7,4,6,30000,Partial College,Clerical,1,1,5,S,0,0,F
SO62841,32.27 €,7,4,6,20000,Partial College,Manual,0,1,2,M,0,0,F
SO62842,79.95 €,7,4,6,80000,Partial College,Professional,1,2,11,M,1,4,F
SO62843,4.99 €,7,4,6,120000,Bachelors,Management,1,4,10,M,4,4,F
SO62844,39.98 €,7,4,6,160000,Bachelors,Management,0,3,10,S,4,3,M
SO62845,6.28 €,7,4,6,130000,Partial College,Professional,1,4,1,M,4,3,F
SO62846,48.97 €,7,4,6,30000,Graduate Degree,Clerical,1,0,1,M,0,1,F
SO62847,81.46 €,7,4,6,80000,Bachelors,Management,0,1,5,S,0,0,F
SO62848,56.97 €,7,4,6,60000,Bachelors,Management,1,3,11,M,0,5,M
SO62849,21.98 €,7,4,6,110000,Partial College,Professional,1,4,10,M,3,1,M
SO62850,74.98 €,7,4,6,70000,Bachelors,Management,1,2,11,S,0,4,M
SO62851,839.48 €,7,4,8,60000,Partial College,Skilled Manual,1,1,5,M,0,1,F
SO62852,769.49 €,7,4,8,50000,Bachelors,Skilled Manual,1,3,10,S,5,5,F
SO62853,579.97 €,7,4,8,70000,Graduate Degree,Management,1,2,10,S,0,3,F
SO62854,2380.47 €,7,4,8,70000,Partial College,Skilled Manual,1,2,10,M,0,0,M
SO62855,2359.46 €,7,4,7,120000,Partial College,Professional,1,3,10,M,3,4,M
SO62856,2351.96 €,7,4,7,100000,Bachelors,Management,1,4,5,S,1,3,F
SO62857,2334.97 €,7,4,8,40000,High School,Skilled Manual,1,2,10,M,0,0,F
SO62858,2391.96 €,7,4,8,40000,High School,Skilled Manual,1,2,10,S,0,0,F
SO62859,2478.34 €,7,4,8,70000,Partial College,Skilled Manual,1,2,10,M,0,2,M
SO62860,2457.33 €,7,4,8,80000,High School,Skilled Manual,0,2,2,S,0,2,F
SO62861,2457.33 €,7,4,8,70000,Bachelors,Professional,0,1,10,S,0,0,F
SO62862,1155.48 €,7,4,7,60000,Partial College,Skilled Manual,1,1,10,S,0,1,F
SO62863,650.95 €,7,4,7,60000,Bachelors,Professional,1,1,5,M,2,2,F
SO62864,2374.98 €,7,4,7,70000,Graduate Degree,Management,1,1,10,M,0,2,M
SO62865,2363.96 €,7,4,7,110000,High School,Management,1,4,11,S,5,0,F
SO62866,1231.12 €,7,4,8,40000,High School,Professional,1,3,11,S,0,5,F
SO62867,2419.06 €,7,4,6,170000,Graduate Degree,Management,0,2,1,S,3,2,M
SO62868,1143.46 €,7,4,6,60000,High School,Professional,0,2,2,M,0,2,M
SO62869,1134.47 €,7,4,6,40000,Bachelors,Clerical,0,0,1,S,0,0,M
SO62870,565.47 €,7,4,6,20000,Partial College,Manual,0,1,5,S,0,0,F
SO62871,2433.04 €,7,4,7,80000,Partial College,Professional,1,2,11,M,1,4,F
SO62872,2453.04 €,7,4,8,70000,High School,Professional,1,1,11,S,3,4,M
SO62873,2473.05 €,7,4,8,80000,Bachelors,Professional,1,3,1,M,5,5,M
SO62874,563.77 €,7,4,7,30000,Partial College,Clerical,0,2,2,S,0,3,M
SO62875,88.46 €,7,5,6,70000,High School,Professional,1,2,5,S,1,2,F
SO62876,34.99 €,7,5,6,80000,Partial College,Professional,0,3,2,M,4,5,M
SO62877,34.99 €,7,5,6,20000,Partial High School,Clerical,0,2,1,S,0,3,F
SO62878,92.96 €,7,5,6,100000,High School,Management,1,2,11,M,5,0,F
SO62879,31.27 €,7,5,6,70000,Bachelors,Professional,1,3,11,S,0,0,M
SO62880,32.28 €,7,5,6,70000,Partial High School,Professional,0,4,11,S,0,0,M
SO62881,39.99 €,7,5,6,120000,Partial High School,Professional,1,4,11,M,5,0,F
SO62882,68.97 €,7,5,6,70000,Bachelors,Professional,0,1,10,S,0,0,F
SO62883,123.98 €,7,5,6,40000,Bachelors,Management,1,2,10,M,0,2,M
SO62884,4.99 €,7,5,6,90000,Bachelors,Professional,1,3,11,M,0,0,F
SO62885,2443.35 €,7,5,6,40000,Bachelors,Clerical,1,0,1,M,0,0,M
SO62886,2388.96 €,7,5,8,10000,Bachelors,Manual,1,0,1,M,0,1,M
SO62887,2398.47 €,7,5,7,40000,Graduate Degree,Clerical,1,0,1,S,0,0,F
SO62888,2.29 €,7,5,6,50000,Graduate Degree,Skilled Manual,1,0,1,S,0,0,F
SO62889,49.99 €,7,5,6,60000,Graduate Degree,Skilled Manual,1,0,2,S,0,0,F
SO62890,49.99 €,7,5,6,50000,Bachelors,Skilled Manual,1,2,5,M,2,4,M
SO62891,24.99 €,7,5,6,40000,High School,Professional,0,4,5,S,0,5,M
SO62892,4.99 €,7,5,6,30000,High School,Clerical,0,1,10,S,0,1,M
SO62893,27.28 €,7,5,6,50000,Graduate Degree,Management,1,2,11,M,0,3,M
SO62894,88.97 €,7,5,6,50000,Partial College,Skilled Manual,1,1,10,M,0,0,M
SO62895,24.99 €,7,5,6,50000,High School,Skilled Manual,1,2,10,M,0,0,M
SO62896,108.46 €,7,5,6,80000,Partial College,Professional,0,3,2,M,4,5,M
SO62897,34.98 €,7,5,6,40000,Partial College,Skilled Manual,0,1,2,S,0,0,F
SO62898,58.95 €,7,5,6,40000,Partial College,Clerical,0,1,1,S,0,2,M
SO62899,29.99 €,7,5,6,40000,Bachelors,Skilled Manual,1,1,1,M,1,1,M
SO62900,69.99 €,7,5,6,100000,Partial College,Professional,1,3,10,M,2,1,F
SO62901,4.99 €,7,5,6,70000,High School,Professional,1,4,5,M,4,5,F
SO62902,4.99 €,7,5,6,170000,Graduate Degree,Management,1,2,1,M,3,1,M
SO62903,64.47 €,7,5,6,70000,Partial High School,Skilled Manual,0,2,2,M,0,2,M
SO62904,84.92 €,7,5,6,40000,Partial High School,Clerical,0,2,10,S,0,0,M
SO62905,65.96 €,7,5,6,80000,Bachelors,Management,1,1,5,S,0,0,M
SO62906,29.98 €,7,5,6,20000,Partial High School,Manual,1,2,2,S,0,0,M
SO62907,142.45 €,7,5,6,80000,High School,Professional,1,2,11,S,1,4,F
SO62908,14.98 €,7,5,6,10000,Partial High School,Manual,0,2,1,S,0,0,M
SO62909,48.97 €,7,5,6,120000,High School,Professional,1,4,10,S,4,2,M
SO62910,38.98 €,7,5,6,40000,Graduate Degree,Skilled Manual,1,0,1,M,0,1,F
SO62911,89.97 €,7,5,6,10000,Partial High School,Manual,1,2,1,M,0,0,F
SO62912,28.99 €,7,5,6,30000,Graduate Degree,Clerical,1,0,1,M,0,1,M
SO62913,4.99 €,7,5,6,10000,Graduate Degree,Manual,1,0,1,M,0,1,M
SO62914,62.27 €,7,5,6,10000,Partial High School,Manual,0,2,1,M,0,0,M
SO62915,125.47 €,7,5,6,120000,Partial College,Professional,0,4,5,M,3,1,M
SO62916,42.28 €,7,5,6,70000,Partial College,Professional,1,1,11,S,2,4,M
SO62917,35.00 €,7,5,6,40000,High School,Professional,1,2,11,M,1,2,F
SO62918,124.97 €,7,5,6,60000,Partial College,Skilled Manual,1,1,5,M,0,1,M
SO62919,116.46 €,7,5,6,70000,Graduate Degree,Management,1,2,2,S,0,3,F
SO62920,49.99 €,7,5,6,10000,Partial College,Manual,1,0,1,M,0,1,M
SO62921,34.99 €,7,5,6,20000,High School,Manual,1,1,1,S,2,2,F
SO62922,812.42 €,7,5,6,50000,Partial College,Skilled Manual,1,1,5,S,0,0,F
SO62923,2309.97 €,7,5,8,60000,Partial College,Professional,1,1,11,M,1,2,F
SO62924,2503.26 €,7,5,7,130000,Bachelors,Management,1,3,1,M,3,3,F
SO62925,2341.97 €,7,5,7,70000,High School,Professional,1,0,10,S,3,4,F
SO62926,2419.06 €,7,5,8,10000,Bachelors,Manual,1,0,1,M,0,1,F
SO62927,2393.06 €,7,5,8,130000,Partial College,Professional,0,3,1,S,5,0,F
SO62928,2419.06 €,7,5,7,40000,Partial College,Clerical,1,0,2,S,2,2,M
SO62929,1764.96 €,7,5,7,110000,Graduate Degree,Management,1,1,10,S,0,1,M
SO62930,2451.30 €,7,5,8,130000,Graduate Degree,Management,1,3,1,S,0,0,M
SO62931,2457.33 €,7,5,8,100000,High School,Management,1,2,11,S,5,0,F
SO62932,2344.96 €,7,5,7,100000,Bachelors,Professional,1,1,10,S,0,5,M
SO62933,2379.91 €,7,5,7,70000,Bachelors,Professional,0,3,11,S,0,0,M
SO62934,2369.24 €,7,5,7,90000,Bachelors,Professional,0,3,11,S,0,0,F
SO62935,2373.47 €,7,5,7,90000,Bachelors,Professional,1,0,1,M,0,2,M
SO62936,2393.06 €,7,5,8,90000,Partial College,Professional,1,0,10,S,1,2,M
SO62937,574.98 €,7,5,6,40000,Partial College,Clerical,1,1,2,M,0,1,F
SO62938,562.96 €,7,5,6,40000,Bachelors,Professional,0,1,1,S,0,0,F
SO62939,1170.48 €,7,5,6,40000,High School,Skilled Manual,1,2,5,M,2,3,M
SO62940,1170.48 €,7,5,6,60000,Partial College,Professional,1,0,11,S,1,2,F
SO62941,1158.46 €,7,5,8,60000,Graduate Degree,Professional,0,0,1,S,2,3,M
SO62942,1735.98 €,7,5,6,40000,Partial College,Professional,0,2,10,M,0,3,M
SO62943,588.96 €,7,5,6,30000,Bachelors,Clerical,1,0,2,S,1,1,M
SO62944,548.98 €,7,5,8,40000,Graduate Degree,Clerical,1,0,1,M,0,3,F
SO62945,2428.29 €,7,5,6,30000,Bachelors,Clerical,1,0,1,M,0,0,M
SO62946,34.99 €,7,6,6,70000,Partial College,Professional,0,2,1,S,0,0,F
SO62947,17.27 €,7,6,6,40000,Bachelors,Management,0,2,1,M,0,2,F
SO62948,34.99 €,7,6,6,70000,Bachelors,Professional,0,2,1,M,4,5,M
SO62949,49.99 €,7,6,6,60000,Bachelors,Professional,0,4,5,S,0,0,F
SO62950,36.27 €,7,6,6,90000,Bachelors,Professional,1,1,10,M,0,2,M
SO62951,605.95 €,7,6,7,20000,Bachelors,Clerical,1,0,1,M,0,1,M
SO62952,571.96 €,7,6,7,10000,Partial College,Manual,1,1,1,M,0,2,M
SO62953,2443.35 €,7,6,8,30000,High School,Manual,0,1,2,S,0,0,F
SO62954,2529.93 €,7,6,6,120000,Bachelors,Management,0,2,11,S,5,2,F
SO62955,801.77 €,7,6,7,40000,Bachelors,Clerical,1,0,1,M,0,0,M
SO62956,828.47 €,7,6,7,10000,Partial High School,Manual,1,2,1,M,0,0,M
SO62957,53.99 €,7,6,6,70000,Partial College,Professional,0,3,10,M,4,5,M
SO62958,6.28 €,7,6,6,90000,Bachelors,Management,1,1,2,M,4,4,M
SO62959,21.49 €,7,6,6,100000,Partial College,Professional,0,4,2,S,2,1,F
SO62960,27.77 €,7,6,6,60000,Partial College,Professional,0,1,5,S,1,2,M
SO62961,36.59 €,7,6,6,70000,Bachelors,Management,1,1,2,M,1,4,M
SO62962,69.97 €,7,6,6,70000,Bachelors,Management,1,2,11,M,0,5,M
SO62963,68.97 €,7,6,6,60000,High School,Professional,0,2,10,M,0,2,F
SO62964,119.98 €,7,6,6,60000,Partial College,Skilled Manual,0,2,2,M,0,0,M
SO62965,64.98 €,7,6,6,70000,Bachelors,Management,1,2,2,M,0,4,F
SO62966,51.46 €,7,6,6,80000,Bachelors,Management,1,0,2,M,3,4,M
SO62967,39.98 €,7,6,6,50000,Graduate Degree,Skilled Manual,0,0,1,S,0,0,M
SO62968,4.99 €,7,6,6,30000,High School,Skilled Manual,1,2,2,M,0,2,M
SO62969,4.99 €,7,6,6,50000,Graduate Degree,Skilled Manual,1,0,1,M,0,1,M
SO62970,29.26 €,7,6,6,70000,Partial High School,Skilled Manual,1,2,11,M,1,2,M
SO62971,56.97 €,7,6,6,70000,Partial College,Professional,1,3,10,M,4,5,M
SO62972,94.48 €,7,6,6,20000,High School,Manual,0,1,2,S,1,1,F
SO62973,32.28 €,7,6,6,10000,Partial College,Manual,1,0,1,M,0,2,M
SO62974,37.27 €,7,6,6,80000,High School,Management,1,3,11,M,1,5,F
SO62975,39.98 €,7,6,6,80000,Partial College,Professional,1,1,5,M,2,4,M
SO62976,53.98 €,7,6,6,10000,Partial High School,Manual,1,2,1,M,2,3,M
SO62977,11.94 €,7,6,6,20000,Partial College,Manual,0,0,2,S,1,1,F
SO62978,68.97 €,7,6,6,10000,Partial High School,Manual,1,2,1,S,2,3,F
SO62979,74.98 €,7,6,6,40000,Partial High School,Clerical,1,2,10,S,0,0,M
SO62980,44.98 €,7,6,6,100000,Partial College,Professional,1,4,11,M,4,3,F
SO62981,902.46 €,7,6,6,40000,Partial College,Clerical,1,1,1,M,0,1,M
SO62982,2334.97 €,7,6,8,80000,Bachelors,Skilled Manual,1,2,5,S,3,3,F
SO62983,2359.98 €,7,6,7,90000,High School,Professional,1,3,10,S,3,4,F
SO62984,2425.93 €,7,6,8,60000,Partial College,Professional,1,1,11,M,1,2,F
SO62985,2294.99 €,7,6,6,40000,Partial College,Clerical,1,1,2,M,0,1,M
SO62986,2359.98 €,7,6,7,70000,High School,Professional,1,2,11,S,1,2,F
SO62987,2473.04 €,7,6,6,20000,Partial College,Manual,0,1,5,S,0,0,F
SO62988,1268.84 €,7,6,7,80000,High School,Professional,0,2,5,M,2,5,M
SO62989,1750.98 €,7,6,7,10000,High School,Manual,0,0,5,S,1,1,F
SO62990,1735.98 €,7,6,7,70000,Bachelors,Professional,0,1,1,S,0,0,F
SO62991,2443.35 €,7,6,8,110000,Partial College,Management,0,3,11,M,5,0,F
SO62992,1129.48 €,7,6,7,70000,Bachelors,Professional,1,1,10,S,0,0,F
SO62993,539.99 €,7,6,6,110000,Bachelors,Management,1,4,5,M,2,3,M
SO62994,613.45 €,7,6,6,60000,Graduate Degree,Professional,0,0,1,S,2,3,M
SO62995,600.46 €,7,6,6,110000,Bachelors,Management,1,3,5,M,2,2,M
SO62996,1717.26 €,7,6,6,40000,Partial High School,Clerical,0,2,10,S,0,0,F
SO62997,1750.98 €,7,6,6,60000,Bachelors,Professional,1,0,5,S,3,4,F
SO62998,574.98 €,7,6,7,40000,Graduate Degree,Clerical,1,0,1,M,0,0,F
SO62999,826.46 €,7,6,8,10000,Partial College,Manual,0,1,1,S,0,0,M
SO63000,548.98 €,7,6,6,40000,Bachelors,Management,0,2,1,S,0,2,F
SO63001,599.47 €,7,6,7,20000,Partial High School,Clerical,1,2,10,M,1,2,M
SO63002,563.77 €,7,6,7,20000,Partial High School,Clerical,1,2,2,M,1,2,M
SO63003,8.99 €,7,7,6,70000,Partial College,Professional,0,3,10,M,4,5,M
SO63004,24.99 €,7,7,6,70000,Partial College,Skilled Manual,1,3,10,M,4,5,F
SO63005,63.97 €,7,7,6,20000,Partial High School,Clerical,1,2,10,S,1,2,F
SO63006,24.99 €,7,7,6,100000,Bachelors,Management,1,1,11,S,0,4,F
SO63007,24.99 €,7,7,6,60000,Bachelors,Professional,0,3,11,S,0,0,F
SO63008,24.99 €,7,7,6,30000,High School,Skilled Manual,1,2,10,M,0,3,F
SO63009,29.99 €,7,7,6,60000,Partial College,Skilled Manual,1,1,10,M,0,1,M
SO63010,59.98 €,7,7,6,130000,High School,Management,0,4,11,M,5,4,F
SO63011,6.28 €,7,7,6,70000,Bachelors,Professional,1,3,11,M,5,5,M
SO63012,8.99 €,7,7,6,70000,Partial College,Skilled Manual,1,1,10,S,0,1,F
SO63013,24.49 €,7,7,6,70000,Partial College,Skilled Manual,1,2,10,M,4,5,M
SO63014,804.47 €,7,7,7,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,M
SO63015,2389.96 €,7,7,8,20000,Partial College,Manual,1,0,2,S,0,1,M
SO63016,2371.96 €,7,7,8,10000,Bachelors,Manual,1,0,1,M,0,1,F
SO63017,2394.95 €,7,7,7,100000,Partial College,Management,1,4,11,M,4,3,F
SO63018,31.73 €,7,7,6,40000,Partial College,Professional,1,2,10,M,0,3,F
SO63019,38.88 €,7,7,6,60000,Graduate Degree,Professional,1,0,1,M,0,0,F
SO63020,34.98 €,7,7,6,40000,Partial High School,Skilled Manual,1,2,5,M,1,2,M
SO63021,84.97 €,7,7,6,40000,Bachelors,Professional,0,1,1,S,0,0,F
SO63022,22.93 €,7,7,6,100000,Partial College,Professional,1,2,10,S,2,0,F
SO63023,49.97 €,7,7,6,100000,Bachelors,Management,1,4,1,M,1,3,M
SO63024,94.48 €,7,7,6,60000,Partial College,Skilled Manual,0,2,2,S,0,0,F
SO63025,7.28 €,7,7,6,120000,Graduate Degree,Management,1,3,10,M,4,2,F
SO63026,12.94 €,7,7,6,90000,Partial College,Professional,1,1,10,M,0,2,M
SO63027,45.95 €,7,7,6,100000,Bachelors,Management,1,2,1,M,0,1,F
SO63028,21.98 €,7,7,6,70000,Partial College,Skilled Manual,1,1,5,M,0,1,M
SO63029,4.99 €,7,7,6,80000,Partial College,Professional,0,2,1,S,3,4,M
SO63030,4.99 €,7,7,6,170000,High School,Professional,1,4,1,M,4,5,M
SO63031,39.98 €,7,7,6,20000,Partial College,Manual,1,0,1,M,0,2,F
SO63032,33.98 €,7,7,6,100000,Partial College,Professional,1,3,10,M,3,2,M
SO63033,80.47 €,7,7,6,30000,Partial College,Clerical,1,2,1,S,2,2,F
SO63034,27.77 €,7,7,6,10000,Bachelors,Manual,0,0,1,S,0,1,F
SO63035,3.99 €,7,7,6,10000,Partial High School,Manual,1,2,1,S,0,0,M
SO63036,196.29 €,7,7,6,30000,Bachelors,Skilled Manual,1,1,10,M,0,1,F
SO63037,13.98 €,7,7,6,40000,Partial College,Clerical,1,2,2,S,2,2,M
SO63038,155.47 €,7,7,6,60000,Graduate Degree,Professional,1,0,5,S,0,1,F
SO63039,68.97 €,7,7,6,170000,Bachelors,Management,1,2,1,M,5,0,M
SO63040,58.96 €,7,7,6,10000,Partial College,Manual,1,0,1,M,0,2,F
SO63041,58.98 €,7,7,6,30000,Graduate Degree,Clerical,1,0,1,M,0,4,F
SO63042,2329.99 €,7,7,8,60000,High School,Professional,1,2,11,M,1,3,M
SO63043,2367.93 €,7,7,8,60000,High School,Professional,1,2,11,S,1,3,M
SO63044,2341.97 €,7,7,8,40000,Partial College,Clerical,1,1,1,M,0,1,F
SO63045,2420.46 €,7,7,6,40000,Partial College,Clerical,1,1,1,M,0,1,M
SO63046,2294.99 €,7,7,7,70000,Bachelors,Management,1,1,11,M,1,4,M
SO63047,2398.05 €,7,7,7,90000,Partial College,Professional,0,2,5,S,0,5,F
SO63048,1283.82 €,7,7,6,30000,High School,Manual,0,1,2,S,0,0,M
SO63049,786.57 €,7,7,8,80000,Graduate Degree,Professional,0,0,1,S,0,2,F
SO63050,777.34 €,7,7,7,60000,Partial College,Skilled Manual,1,1,5,M,0,1,F
SO63051,2393.06 €,7,7,8,80000,Graduate Degree,Professional,0,0,1,S,0,2,F
SO63052,2384.07 €,7,7,8,90000,Partial College,Professional,0,1,5,M,0,2,M
SO63053,2393.06 €,7,7,6,40000,High School,Professional,1,3,11,M,0,5,F
SO63054,724.47 €,7,7,6,70000,Partial College,Professional,0,1,5,S,1,2,F
SO63055,1155.48 €,7,7,6,60000,High School,Professional,1,2,10,M,0,0,F
SO63056,1750.98 €,7,7,6,50000,Bachelors,Skilled Manual,1,0,1,M,1,1,F
SO63057,2462.03 €,7,7,6,10000,High School,Manual,1,0,1,S,2,2,F
SO63058,2393.06 €,7,7,8,70000,Bachelors,Professional,1,4,11,S,5,5,M
SO63059,724.47 €,7,7,7,20000,High School,Skilled Manual,1,2,10,M,0,4,M
SO63060,653.46 €,7,7,7,30000,Partial College,Clerical,0,2,2,S,0,3,M
SO63061,27.77 €,7,1,6,60000,Bachelors,Professional,1,1,5,M,2,2,M
SO63062,35.72 €,7,1,6,100000,High School,Management,1,4,11,M,5,0,F
SO63063,13.98 €,7,1,6,110000,Bachelors,Management,0,4,1,S,1,4,F
SO63064,4.99 €,7,1,6,60000,Bachelors,Professional,1,3,10,M,5,5,F
SO63065,13.98 €,7,1,6,10000,Partial College,Manual,0,1,1,M,0,0,F
SO63066,7.28 €,7,1,6,80000,Bachelors,Professional,0,3,11,M,0,0,F
SO63067,49.97 €,7,1,6,100000,Bachelors,Management,1,3,5,M,1,1,M
SO63068,88.97 €,7,1,6,70000,Partial College,Skilled Manual,1,2,1,M,4,5,M
SO63069,2363.96 €,7,1,7,20000,Partial College,Manual,1,1,5,S,0,0,F
SO63070,564.98 €,7,1,8,30000,Partial College,Clerical,0,1,1,M,0,0,M
SO63071,78.48 €,7,1,6,60000,Partial College,Skilled Manual,1,1,1,M,0,1,M
SO63072,62.98 €,7,1,6,70000,Bachelors,Management,1,2,11,S,0,4,F
SO63073,3.99 €,7,1,6,60000,Graduate Degree,Skilled Manual,0,0,1,S,0,0,M
SO63074,13.98 €,7,1,6,20000,Partial High School,Clerical,0,2,2,S,0,3,M
SO63075,32.60 €,7,1,6,60000,Bachelors,Management,1,2,11,M,0,4,M
SO63076,45.58 €,7,1,6,110000,Bachelors,Management,0,4,2,S,2,3,M
SO63077,69.97 €,7,1,6,120000,Graduate Degree,Management,1,3,10,M,4,2,M
SO63078,34.98 €,7,1,6,60000,Graduate Degree,Skilled Manual,0,0,1,S,0,4,M
SO63079,38.98 €,7,1,6,50000,Bachelors,Skilled Manual,1,2,5,M,3,3,M
SO63080,23.97 €,7,1,6,60000,Partial College,Professional,1,2,11,M,1,2,M
SO63081,29.99 €,7,1,6,40000,High School,Professional,1,2,5,M,1,2,F
SO63082,94.97 €,7,1,6,50000,Graduate Degree,Management,1,2,2,M,0,2,M
SO63083,94.48 €,7,1,6,60000,Graduate Degree,Skilled Manual,0,0,1,S,0,0,M
SO63084,4.99 €,7,1,6,40000,Graduate Degree,Skilled Manual,0,0,1,S,0,0,F
SO63085,12.94 €,7,1,6,40000,High School,Professional,0,2,11,M,0,4,M
SO63086,71.97 €,7,1,6,70000,Bachelors,Management,1,2,11,S,0,4,F
SO63087,21.98 €,7,1,6,60000,Graduate Degree,Skilled Manual,1,0,1,M,0,1,F
SO63088,30.97 €,7,1,6,30000,High School,Skilled Manual,1,2,10,M,0,0,M
SO63089,69.97 €,7,1,6,30000,Partial College,Clerical,0,1,1,S,0,0,M
SO63090,49.97 €,7,1,6,30000,High School,Manual,0,1,5,S,0,0,F
SO63091,48.97 €,7,1,6,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,M
SO63092,21.49 €,7,1,6,20000,Graduate Degree,Clerical,0,0,1,M,0,1,F
SO63093,7.28 €,7,1,6,80000,High School,Management,1,3,11,S,1,5,F
SO63094,50.23 €,7,1,6,70000,Bachelors,Management,1,2,11,S,0,5,F
SO63095,101.44 €,7,1,6,60000,Graduate Degree,Professional,1,0,5,M,0,0,M
SO63096,2492.32 €,7,1,6,70000,Partial College,Professional,0,2,5,M,2,4,M
SO63097,574.98 €,7,1,7,60000,Graduate Degree,Management,1,2,10,M,0,2,M
SO63098,586.46 €,7,1,6,70000,Graduate Degree,Management,1,2,2,M,0,3,M
SO63099,786.33 €,7,1,6,20000,Partial College,Manual,0,1,1,S,0,2,M
SO63100,814.80 €,7,1,6,30000,Graduate Degree,Clerical,1,0,1,M,0,4,F
SO63101,777.34 €,7,1,6,30000,High School,Manual,0,1,5,S,0,0,F
SO63102,1214.85 €,7,1,6,30000,Bachelors,Clerical,1,0,1,M,0,0,F
